Statut;Coordonnées géographiques;Geo Shape
En exploitation;41.856850722566996, 9.391364448987787;"{""coordinates"": [[9.3913371, 41.8568467], [9.3913634, 41.8568541], [9.3913747, 41.8568517], [9.391392, 41.8568479]], ""type"": ""LineString""}"
En exploitation;41.624772196835444, 8.975632766540913;"{""coordinates"": [[8.9747831, 41.6238227], [8.9750513, 41.6241507], [8.975372, 41.624508], [8.9759464, 41.6251089], [8.9763147, 41.6254909], [8.9764949, 41.6257104]], ""type"": ""LineString""}"
En exploitation;41.67417815346261, 8.900155728077758;"{""coordinates"": [[8.8992414, 41.6741849], [8.9004953, 41.674392], [8.9006958, 41.6737284], [8.9005898, 41.6737057], [8.9005887, 41.6737049], [8.900575, 41.6736961]], ""type"": ""LineString""}"
En exploitation;41.85785788533937, 9.391374454382035;"{""coordinates"": [[9.3914537, 41.8578481], [9.3913223, 41.8578617], [9.3913106, 41.857871], [9.391309, 41.8578724], [9.3913065, 41.8578839]], ""type"": ""LineString""}"
En exploitation;41.60657744684692, 8.936114571402651;"{""coordinates"": [[8.9353984, 41.6065163], [8.9358178, 41.6064531], [8.9361225, 41.6066915], [8.9364375, 41.6066259], [8.9366681, 41.6066082], [8.9368484, 41.6066135]], ""type"": ""LineString""}"
En exploitation;41.67529542955896, 8.89866010101628;"{""coordinates"": [[8.8988657, 41.6743678], [8.8988821, 41.6743622], [8.8989075, 41.6743537], [8.8989664, 41.6743629], [8.8989617, 41.674412], [8.8988063, 41.675135], [8.8989347, 41.6752501], [8.898928, 41.6753657], [8.8991339, 41.675554], [8.8991399, 41.6756027], [8.8984588, 41.6756708], [8.897812, 41.6755547], [8.8977006, 41.6755485], [8.8976678, 41.6755605], [8.8976516, 41.6755663]], ""type"": ""LineString""}"
En exploitation;41.858258307776026, 9.391904403373044;"{""coordinates"": [[9.3914537, 41.8578481], [9.3916516, 41.8578074], [9.3918073, 41.8577961], [9.3920105, 41.8578569], [9.3920528, 41.8579352], [9.3919576, 41.8586532], [9.3919226, 41.8590221], [9.3918881, 41.8590386], [9.3918987, 41.8590494]], ""type"": ""LineString""}"
En exploitation;41.50045046799968, 8.948792719848722;"{""coordinates"": [[8.9487682, 41.5004629], [8.9487954, 41.5004459], [8.9488193, 41.5004445]], ""type"": ""LineString""}"
En exploitation;41.669031450000006, 8.919240049999999;"{""coordinates"": [[8.9193433, 41.6690198], [8.9191368, 41.6690431]], ""type"": ""LineString""}"
En exploitation;41.85732900049195, 9.3914593976772;"{""coordinates"": [[9.3914159, 41.8578125], [9.391473, 41.8577836], [9.3914332, 41.8577134], [9.3914257, 41.8576649], [9.391435, 41.8575257], [9.3914867, 41.857075], [9.3914944, 41.8568989], [9.3914915, 41.8568738], [9.3914696, 41.8568582], [9.3914406, 41.8568575], [9.3914249, 41.8568508]], ""type"": ""LineString""}"
En exploitation;41.548514342406115, 8.83817254638493;"{""coordinates"": [[8.8383269, 41.5484555], [8.8382869, 41.5484328], [8.8380698, 41.5485478], [8.8381181, 41.5486082], [8.8381645, 41.5485929]], ""type"": ""LineString""}"
En exploitation;41.66902897910296, 8.920050779476766;"{""coordinates"": [[8.9193433, 41.6690198], [8.9194088, 41.6691284], [8.9203779, 41.668986], [8.9204069, 41.6689767], [8.9207573, 41.6689283], [8.9207921, 41.6689496], [8.920805, 41.6689589]], ""type"": ""LineString""}"
En exploitation;41.85854644321814, 9.39299847844904;"{""coordinates"": [[9.3925161, 41.8591191], [9.3925613, 41.8590759], [9.3926624, 41.8590073], [9.3927044, 41.8589589], [9.392798, 41.8588364], [9.3933797, 41.8580303], [9.3934028, 41.8580101], [9.393367, 41.8579933], [9.3933362, 41.8580075], [9.3933245, 41.8579973]], ""type"": ""LineString""}"
En exploitation;41.53466075711723, 8.866900127346584;"{""coordinates"": [[8.8668886, 41.5345333], [8.8668916, 41.5345386], [8.8669017, 41.5347469], [8.8669339, 41.5347776]], ""type"": ""LineString""}"
En exploitation;41.67495922749985, 8.902939579372342;"{""coordinates"": [[8.9020715, 41.6740809], [8.9020638, 41.674093], [8.9020028, 41.6742012], [8.9020643, 41.6743214], [8.9026564, 41.6748224], [8.9028103, 41.6748454], [8.9035601, 41.6749403], [8.9033629, 41.6758035], [8.9032873, 41.6758405], [8.903254, 41.6759833]], ""type"": ""LineString""}"
En exploitation;41.85894244884489, 9.394831705092203;"{""coordinates"": [[9.3951977, 41.8584834], [9.3951565, 41.8585248], [9.3951047, 41.8585705], [9.3950561, 41.8586115], [9.3949715, 41.8586773], [9.3948646, 41.8587588], [9.3948226, 41.858794], [9.3947841, 41.8588289], [9.3946937, 41.8589185], [9.3946063, 41.8590124], [9.3945859, 41.8590363], [9.3945384, 41.8591265], [9.3945233, 41.859202], [9.3945389, 41.85922], [9.3945618, 41.8592212], [9.3946088, 41.8592093], [9.3946415, 41.8592], [9.3947402, 41.8591632], [9.3948392, 41.8591291], [9.3951619, 41.8590105]], ""type"": ""LineString""}"
En exploitation;41.54936140848867, 8.85329325018405;"{""coordinates"": [[8.8515553, 41.5489377], [8.8515371, 41.5490338], [8.8515418, 41.5490958], [8.8515707, 41.5491527], [8.8516296, 41.5491767], [8.8517007, 41.5491913], [8.8518064, 41.5491877], [8.8520051, 41.5491377], [8.852166, 41.5490737], [8.8524256, 41.5489529], [8.8525577, 41.5488681], [8.8526605, 41.5488025], [8.8528077, 41.5487031], [8.85289, 41.5485988], [8.852935, 41.5485365], [8.8529999, 41.5484743], [8.8530824, 41.5484707], [8.8531735, 41.5484867], [8.8534847, 41.548597], [8.8535437, 41.5486397], [8.8535588, 41.5486898], [8.8535689, 41.5487565], [8.8535768, 41.5489814], [8.8536197, 41.5491408], [8.8535873, 41.5492945], [8.8535065, 41.5494448], [8.8534742, 41.5495351], [8.8534762, 41.5496196], [8.8535074, 41.5496813], [8.8536467, 41.5498302], [8.8537648, 41.5499305], [8.8538796, 41.5500078], [8.8540594, 41.5501077], [8.8543955, 41.5502502], [8.8545238, 41.550274], [8.854628, 41.5502867], [8.8547393, 41.5502741], [8.8547148, 41.5505191], [8.8547256, 41.5506433], [8.8547015, 41.5506426], [8.8546838, 41.5506445]], ""type"": ""LineString""}"
En exploitation;41.67474771057829, 8.900495288527447;"{""coordinates"": [[8.9007212, 41.6745234], [8.9006152, 41.6745029], [8.9004825, 41.6749212], [8.9002292, 41.6748715], [8.9002289, 41.6748617], [8.9002296, 41.6748483]], ""type"": ""LineString""}"
En exploitation;41.858009952870844, 9.393780191965229;"{""coordinates"": [[9.3942356, 41.8580947], [9.3942158, 41.8580925], [9.3941374, 41.8580544], [9.3940243, 41.8580067], [9.3939154, 41.8579869], [9.393867, 41.8579836], [9.3935952, 41.8579933], [9.3934775, 41.8580299], [9.3934715, 41.8580321], [9.3934667, 41.8580314], [9.3934604, 41.8580282], [9.393381, 41.8579781], [9.3933468, 41.8579959], [9.3933297, 41.8579915]], ""type"": ""LineString""}"
En exploitation;41.54745982268728, 8.848181215961615;"{""coordinates"": [[8.8484675, 41.5475411], [8.8482744, 41.5473422], [8.8479531, 41.5474339], [8.8482292, 41.5476379], [8.848242, 41.5476473]], ""type"": ""LineString""}"
En exploitation;41.655524921058344, 8.900065949596591;"{""coordinates"": [[8.8995267, 41.6538835], [8.8995087, 41.6538829], [8.8994313, 41.6538897], [8.8994196, 41.653901], [8.8992711, 41.6550209], [8.8992657, 41.6550545], [8.8992643, 41.6552006], [8.8992999, 41.6560242], [8.8992968, 41.6561065], [8.8993213, 41.6561483], [8.8994529, 41.6561666], [8.8995424, 41.6561398], [8.9005554, 41.6558457], [8.9013008, 41.6556353], [8.9013767, 41.6556491], [8.9014414, 41.6556886], [8.9014448, 41.6557792], [8.9011719, 41.6562921], [8.901115, 41.6563559], [8.9009973, 41.6563731], [8.9009896, 41.6563766]], ""type"": ""LineString""}"
En exploitation;41.858876855523555, 9.395590824964009;"{""coordinates"": [[9.3951619, 41.8590105], [9.3954224, 41.8589257], [9.3955696, 41.8588738], [9.3957142, 41.8588329], [9.3957961, 41.8588171], [9.3959113, 41.8587886], [9.3959973, 41.8587726], [9.3960011, 41.8587582], [9.3960104, 41.8587466]], ""type"": ""LineString""}"
En exploitation;41.628635489448996, 8.987854351707806;"{""coordinates"": [[8.9854402, 41.6300794], [8.9855665, 41.6300168], [8.9856387, 41.6299467], [8.9856974, 41.6298737], [8.9857775, 41.6297525], [8.9858673, 41.6295982], [8.9859359, 41.6294479], [8.9860025, 41.6293248], [8.9860541, 41.6292657], [8.9862028, 41.6291676], [8.986334, 41.6290633], [8.9864707, 41.6289424], [8.9865418, 41.6288958], [8.9867446, 41.6287638], [8.9868485, 41.6286982], [8.9869234, 41.628654], [8.986982, 41.6286271], [8.9870499, 41.6285969], [8.9871646, 41.6285541], [8.9872465, 41.6285321], [8.9873204, 41.6285251], [8.9874257, 41.6285189], [8.9875996, 41.628525], [8.9877535, 41.6285223], [8.9878691, 41.6285228], [8.9879609, 41.6285138], [8.9881042, 41.6284918], [8.9883709, 41.6284528], [8.9885284, 41.6284155], [8.9886276, 41.6283863], [8.9888026, 41.62832], [8.9889376, 41.6282651], [8.9890236, 41.6282348], [8.9891246, 41.6282108], [8.9892517, 41.6281826], [8.9893969, 41.628156], [8.9895911, 41.6281139], [8.9896907, 41.6280873], [8.9898098, 41.6280415], [8.9898788, 41.6280095], [8.9899654, 41.6279502], [8.9900586, 41.6278987], [8.9901346, 41.6278653], [8.9902501, 41.6278188], [8.9903324, 41.6277878], [8.9904452, 41.6277505], [8.9905185, 41.6277146], [8.9905552, 41.6276962], [8.9905792, 41.6276849], [8.9905963, 41.6276924], [8.9906143, 41.6276933]], ""type"": ""LineString""}"
En exploitation;42.00526952348312, 9.384743143565586;"{""coordinates"": [[9.3848625, 42.0052685], [9.3847462, 42.005272], [9.3846521, 42.0052643], [9.3846269, 42.0052779]], ""type"": ""LineString""}"
En exploitation;41.85172918049137, 9.399369002463136;"{""coordinates"": [[9.4000052, 41.852209], [9.3995381, 41.8522474], [9.3994994, 41.8521634], [9.3994969, 41.8521518], [9.3994843, 41.852093], [9.3994628, 41.851966], [9.3994362, 41.8518448], [9.3994124, 41.8517505], [9.399395, 41.8516811], [9.3993916, 41.8516714], [9.3993838, 41.8516664], [9.399325, 41.8516267], [9.3992983, 41.851604], [9.3992665, 41.8515671], [9.3991846, 41.8514611], [9.3990978, 41.8513327], [9.3990832, 41.8513101], [9.3989884, 41.8511408], [9.3989471, 41.8510629], [9.3989396, 41.8510498], [9.3989077, 41.8510066], [9.3988399, 41.8509972], [9.3988222, 41.8509994]], ""type"": ""LineString""}"
En exploitation;41.51102631523184, 8.910627718724266;"{""coordinates"": [[8.9126613, 41.5110543], [8.9125801, 41.5111049], [8.9123866, 41.5111654], [8.9122163, 41.5111776], [8.9118896, 41.5111262], [8.9115822, 41.5110807], [8.9111624, 41.5110042], [8.9107096, 41.5110915], [8.910412, 41.5110501], [8.9102151, 41.5110474], [8.9099816, 41.5110844], [8.90984, 41.5111271], [8.9096956, 41.5111412], [8.909604, 41.5111278], [8.9095054, 41.5111032], [8.909397, 41.51102], [8.9090653, 41.5107433], [8.9089652, 41.5106842], [8.9088853, 41.5106542], [8.9087762, 41.5106201], [8.9086811, 41.5106487]], ""type"": ""LineString""}"
En exploitation;41.995677034255365, 9.40352676189085;"{""coordinates"": [[9.403565, 41.9956821], [9.4035172, 41.9956769], [9.403506, 41.9956738], [9.4034891, 41.995669]], ""type"": ""LineString""}"
En exploitation;41.84976006733634, 9.399793042087092;"{""coordinates"": [[9.3998012, 41.8496864], [9.3998054, 41.8497095], [9.3997951, 41.8498032], [9.3997503, 41.8497969]], ""type"": ""LineString""}"
En exploitation;41.56773509691712, 8.951995328589238;"{""coordinates"": [[8.9532301, 41.5680526], [8.9532139, 41.5680257], [8.9526866, 41.5678384], [8.9520322, 41.567602], [8.9519816, 41.5675901], [8.9519297, 41.5676024], [8.9516299, 41.5677497], [8.9515906, 41.5677632], [8.9515528, 41.5677709], [8.9515381, 41.567769], [8.9513303, 41.56772], [8.9510281, 41.567616], [8.9509374, 41.5675759], [8.9507709, 41.5674583]], ""type"": ""LineString""}"
En exploitation;41.996827829029584, 9.324116991983189;"{""coordinates"": [[9.3240943, 41.9967778], [9.3240918, 41.9967878], [9.3241399, 41.9968174], [9.3241393, 41.9968346], [9.3240923, 41.9968799]], ""type"": ""LineString""}"
En exploitation;41.85174719179043, 9.399425603799957;"{""coordinates"": [[9.399956, 41.8521281], [9.3999629, 41.8521551], [9.4000311, 41.8521756], [9.4000423, 41.8522017], [9.3995559, 41.8522339], [9.3995183, 41.8521496], [9.3995113, 41.8521184], [9.3994943, 41.8520201], [9.3994643, 41.851881], [9.3994272, 41.8517315], [9.3994137, 41.8516754], [9.3994076, 41.8516632], [9.3993995, 41.8516555], [9.3993838, 41.8516456], [9.3993669, 41.8516349], [9.3993462, 41.851622], [9.3993084, 41.8515904], [9.399213, 41.8514827], [9.3991468, 41.8513703], [9.3991118, 41.8513183], [9.3989981, 41.8511193], [9.3989619, 41.8510556], [9.3989574, 41.8510478], [9.398929, 41.8510053], [9.3988445, 41.8509891], [9.3988269, 41.8509918]], ""type"": ""LineString""}"
En exploitation;41.567446146878154, 8.950757316839622;"{""coordinates"": [[8.9507709, 41.5674583], [8.9507527, 41.5674391], [8.9507414, 41.5674415]], ""type"": ""LineString""}"
En exploitation;42.00227035, 9.3770881;"{""coordinates"": [[9.3770766, 42.0022492], [9.3770996, 42.0022915]], ""type"": ""LineString""}"
En exploitation;41.83692679427169, 9.40265242146188;"{""coordinates"": [[9.4017312, 41.84051], [9.401809, 41.8405093], [9.4019882, 41.8396478], [9.4021499, 41.8389088], [9.4022935, 41.8382318], [9.4024521, 41.837465], [9.4025947, 41.8368347], [9.4027207, 41.8362802], [9.4030555, 41.8354367], [9.4033528, 41.8345871], [9.4035344, 41.8336155], [9.4034648, 41.8336059], [9.4034947, 41.83343], [9.4035006, 41.8333604], [9.4035069, 41.8333478]], ""type"": ""LineString""}"
En exploitation;41.62008617542558, 8.980798861367386;"{""coordinates"": [[8.9816335, 41.6194076], [8.9815295, 41.6194509], [8.981428, 41.6195202], [8.980736, 41.6201725], [8.9800639, 41.6206593], [8.9801649, 41.6207658], [8.9801752, 41.6207768]], ""type"": ""LineString""}"
En exploitation;42.01165982209532, 9.38433936489117;"{""coordinates"": [[9.3845495, 42.011645], [9.3841472, 42.0116734], [9.3841292, 42.0116741]], ""type"": ""LineString""}"
En exploitation;41.82398704047102, 9.402394394961455;"{""coordinates"": [[9.4026613, 41.8256581], [9.4024872, 41.8254655], [9.4022302, 41.8251703], [9.402142, 41.824782], [9.4021981, 41.8244747], [9.4022748, 41.8242843], [9.402352, 41.8240994], [9.4024393, 41.8239365], [9.4025041, 41.823775], [9.4025115, 41.8237744], [9.4026218, 41.8235099], [9.4026314, 41.8233125], [9.4026098, 41.8231642], [9.4024539, 41.8229456], [9.4023225, 41.8226624], [9.4023139, 41.822537], [9.4023623, 41.8224513], [9.402446, 41.8223043], [9.4024867, 41.8222715]], ""type"": ""LineString""}"
En exploitation;41.62197519239241, 8.9753979508993;"{""coordinates"": [[8.9753375, 41.6223596], [8.9753503, 41.6220545], [8.9754487, 41.6219584], [8.9754496, 41.6219566], [8.9753456, 41.6218118], [8.9755333, 41.6217196], [8.9755429, 41.621681], [8.9755463, 41.6216678]], ""type"": ""LineString""}"
En exploitation;41.99593551173321, 9.400316258197561;"{""coordinates"": [[9.4000745, 41.9959573], [9.4000885, 41.9959658], [9.4001611, 41.9959653], [9.4002925, 41.9959292], [9.400498, 41.9959101], [9.4005585, 41.9959319]], ""type"": ""LineString""}"
En exploitation;41.81347227139086, 9.401356113227624;"{""coordinates"": [[9.4022406, 41.8152709], [9.402241, 41.8149593], [9.4021274, 41.8143066], [9.4020196, 41.8139175], [9.4017721, 41.8135941], [9.4008062, 41.8126776], [9.3998698, 41.8122396], [9.3997697, 41.8121647]], ""type"": ""LineString""}"
En exploitation;41.53893231642508, 8.856001495194514;"{""coordinates"": [[8.8539923, 41.5397028], [8.8539759, 41.5396973], [8.8539651, 41.5396937], [8.8539323, 41.5396676], [8.8539667, 41.539615], [8.8542124, 41.5395385], [8.8544538, 41.5394064], [8.8546235, 41.5393413], [8.8546981, 41.5393516], [8.8547665, 41.5393404], [8.8548766, 41.5393224], [8.8554074, 41.5390917], [8.8555498, 41.5390487], [8.8562432, 41.5390277], [8.8563094, 41.5390152], [8.8563586, 41.5389848], [8.8564424, 41.5389175], [8.8565112, 41.5388903], [8.8567684, 41.5386477], [8.8569698, 41.5385012], [8.8570462, 41.5384532], [8.8571896, 41.5383826], [8.8573741, 41.5383169], [8.8575514, 41.5382747], [8.8577068, 41.5382643], [8.8577968, 41.5382765], [8.8579942, 41.5384321], [8.8580192, 41.5384925], [8.8580452, 41.5385069], [8.8580295, 41.5385001]], ""type"": ""LineString""}"
En exploitation;41.99922307355662, 9.400703409152372;"{""coordinates"": [[9.4006805, 41.9984898], [9.4006672, 41.9984988], [9.4005914, 41.9986075], [9.4004719, 41.9994372], [9.4005018, 41.9994739], [9.400538, 41.9995053], [9.4005968, 41.9995161], [9.4006615, 41.9995159], [9.4010998, 41.9994933], [9.4011336, 41.999503], [9.4011491, 41.9995228], [9.4011653, 41.999613], [9.4012, 41.9996758], [9.4011935, 41.9996883]], ""type"": ""LineString""}"
En exploitation;41.805206014177514, 9.397144648890094;"{""coordinates"": [[9.3949202, 41.8034764], [9.3950577, 41.8035763], [9.3954895, 41.8037983], [9.3958119, 41.8039591], [9.3966167, 41.8043742], [9.3967585, 41.8044664], [9.3968451, 41.8045166], [9.3970939, 41.8046906], [9.3972038, 41.8047696], [9.397442, 41.8049695], [9.397548, 41.8051043], [9.3976515, 41.8052469], [9.3977152, 41.8053338], [9.3979516, 41.8057517], [9.3979787, 41.8058015], [9.3982041, 41.8062731], [9.3982648, 41.8064865], [9.3983639, 41.8067708], [9.3984453, 41.806998], [9.3983303, 41.8069338], [9.3982219, 41.8068604], [9.3978457, 41.8065731], [9.3977689, 41.8065997], [9.3977591, 41.8066111]], ""type"": ""LineString""}"
En exploitation;41.52938963157671, 8.858455658983193;"{""coordinates"": [[8.858488, 41.5294075], [8.8584557, 41.5293808], [8.8584192, 41.5293883]], ""type"": ""LineString""}"
En exploitation;41.99725379767415, 9.403699652211124;"{""coordinates"": [[9.4034846, 41.9956741], [9.403497, 41.9956839], [9.4036147, 41.9957391], [9.4037953, 41.9987878], [9.4037571, 41.9988175], [9.4037063, 41.9988508], [9.4036946, 41.9988611]], ""type"": ""LineString""}"
En exploitation;41.78958858905634, 9.39679350287809;"{""coordinates"": [[9.3960707, 41.7925597], [9.3962792, 41.7918302], [9.3964662, 41.7910372], [9.3966606, 41.7903395], [9.3968825, 41.789537], [9.3971315, 41.7885051], [9.3972217, 41.788137], [9.3972546, 41.7879904], [9.3972595, 41.7877991], [9.3972478, 41.7874864], [9.3972278, 41.7873651], [9.3971887, 41.7871887], [9.3970795, 41.7867645], [9.3970602, 41.7866095], [9.3970674, 41.7865972]], ""type"": ""LineString""}"
En exploitation;41.748707133008054, 8.851782701586853;"{""coordinates"": [[8.8515841, 41.7487163], [8.8519633, 41.7486988], [8.8519813, 41.7486979]], ""type"": ""LineString""}"
En exploitation;41.766361283152506, 9.138534863228527;"{""coordinates"": [[9.1386061, 41.7663475], [9.1385903, 41.7663659], [9.1384839, 41.7663657], [9.1384765, 41.7663341]], ""type"": ""LineString""}"
En exploitation;41.850646625618346, 9.385718563631057;"{""coordinates"": [[9.3835116, 41.8486709], [9.3836003, 41.8486501], [9.3840197, 41.8490155], [9.3842345, 41.8490735], [9.3844107, 41.8491229], [9.384935, 41.8490905], [9.3853561, 41.8491859], [9.3855535, 41.8494199], [9.3855616, 41.8499017], [9.3856298, 41.8501625], [9.3858372, 41.8504346], [9.3862777, 41.8506637], [9.3864515, 41.8508081], [9.386541, 41.8510258], [9.386627, 41.8514551], [9.3867381, 41.8517653], [9.386771, 41.8521445], [9.3867152, 41.8523335], [9.3864881, 41.852604], [9.3863347, 41.8527686], [9.386386, 41.8530691], [9.3866868, 41.853381], [9.3866825, 41.8534122], [9.3866803, 41.8534255]], ""type"": ""LineString""}"
En exploitation;41.73202092325558, 8.800027121270684;"{""coordinates"": [[8.7994132, 41.7299464], [8.7994283, 41.7299803], [8.799494, 41.730076], [8.7995711, 41.7301423], [8.7996386, 41.7301924], [8.7996796, 41.7302356], [8.799687, 41.7303392], [8.7996731, 41.7303604], [8.7997856, 41.7307133], [8.7999538, 41.7309539], [8.8000486, 41.7311641], [8.800047, 41.7312743], [8.8000272, 41.7314096], [8.7999597, 41.7317068], [8.7999127, 41.7318891], [8.7998683, 41.7320821], [8.799858, 41.7321856], [8.7998744, 41.7322685], [8.8001251, 41.732677], [8.8002542, 41.7328827], [8.8003147, 41.7329859], [8.8003741, 41.7331621], [8.8004039, 41.733346], [8.8004092, 41.7335396], [8.8003939, 41.73376], [8.8003238, 41.7341074], [8.8003033, 41.7341995]], ""type"": ""LineString""}"
